image_name,latency_ms
frame_000326.jpg,3635.612
frame_000327.jpg,3517.249
frame_000328.jpg,3430.356
frame_000329.jpg,3442.772
frame_000330.jpg,3478.525
frame_000331.jpg,3453.025
frame_000332.jpg,3459.958
frame_000333.jpg,3455.102
frame_000334.jpg,3418.392
frame_000335.jpg,3459.816
frame_000336.jpg,3417.798
frame_000337.jpg,3437.645
frame_000338.jpg,3455.163
frame_000339.jpg,3437.247
frame_000340.jpg,3491.697
frame_000341.jpg,3507.726
frame_000342.jpg,4002.366
frame_000343.jpg,3942.693
frame_000344.jpg,3456.586
frame_000345.jpg,3461.567
frame_000346.jpg,3449.085
frame_000347.jpg,3477.607
frame_000348.jpg,3424.368
frame_000349.jpg,3442.448
frame_000350.jpg,3453.401
frame_000351.jpg,3410.300
frame_000352.jpg,3436.985
frame_000353.jpg,3418.671
frame_000354.jpg,3417.245
frame_000355.jpg,3443.839
frame_000356.jpg,3398.636
frame_000357.jpg,3396.219
